id      |symbol  |title                                                                                               |publicationDate    |providerUrl                   |
17296074|oil#    |Reader's View: Minnesota's oil needs are met without Line 3  Duluth News Tribune                    |2020-09-14 17:00:00|www.duluthnewstribune.com     |
17296697|euraud  |AUD/USD: Aussie Dollar In Wait and See Mode, RBA Minutes Up Next                                    |2020-09-14 16:59:49|currencylive.com              |
17296792|eurusd  |Weekly Trading Plans: EUR/USD - SPX500 and Dollar Index [Video]                                     |2020-09-14 16:59:00|www.fxstreet.com              |
17295982|iotausd |Iota's Leblanc commits to Miss. College                                                             |2020-09-14 16:54:50|www.crowleytoday.com          |
17296050|usdjpy  |USD/JPY Outlook: The dollar falls sharply on renewed risk mode and expectations for dovish Fed      |2020-09-14 16:54:00|www.fxstreet.com              |
17296498|btcusd  |Bitcoin Price Breaks $10,650 for First Time in 10 Days                                              |2020-09-14 16:53:27|www.cryptoglobe.com           |
17296362|oil#    |OPEC cuts oil demand forecasts, BP sees 'peak oil' in 2020s                                         |2020-09-14 16:53:00|www.wbtv.com                  |
17296156|ftse100#|The FTSE 100 is desperate for a company like ARM, it was our Apple                                  |2020-09-14 16:52:00|www.standard.co.uk            |
17296047|xrpusd  |'Quite a sight:' Skilling on the 8 tropical systems in Western Hemisphere                           |2020-09-14 16:51:00|wgntv.com                     |
17295972|us100#  |Chris Jericho Files Trademark For 'Mimosa Mayhem'  411MANIA                                         |2020-09-14 16:48:45|411mania.com                  |
17296143|usdcad  |USD/CAD continues to fluctuate in tight range below 1.3200                                          |2020-09-14 16:41:00|www.fxstreet.com              |
17296036|usdjpy  |USDJPY continues its fall lower. Range for the day is larger than the range from last week's trading|2020-09-14 16:40:58|www.forexlive.com             |
17295974|xrpusd  |Blockchain Finance Market to Reflect Significant Growth During 2020?2026 IBM, Ripple, Rubix by Delo |2020-09-14 16:39:22|www.kws24.com                 |
17296064|eurgbp  |EUR/USD, GBP/USD and NZD/USD turn higher after recent losses                                        |2020-09-14 16:38:57|www.ig.com                    |
17295977|ftse100#|FTSE set to rise amid flurry of deal activity - live updates                                        |2020-09-14 16:34:31|www.telegraph.co.uk           |
17296072|oil#    |Flora Launches Sensual Oil Brand - Almost Virgin - Through Kasa Wholefoods and Announces FDA Approva|2020-09-14 16:33:00|www.globenewswire.com         |
17296150|euraud  |AUD/USD Price Analysis: Bulls looking to build on the momentum beyond 0.7300 mark                   |2020-09-14 16:28:00|www.fxstreet.com              |
17296026|german30|Mid-Morning Market Update: Markets Open Higher; Nvidia Reports $40B Deal To Buy SoftBank's Arm Holdi|2020-09-14 16:27:36|www.benzinga.com              |
17296444|usdcad  |USD/CAD - Canadian Dollar Lags G-10 Currency Gains                                                  |2020-09-14 16:26:15|www.baystreet.ca              |
17296507|oil#    |Iran Shelves Plans to Sell Oil-Backed Islamic Debt to the Public - Bloomberg                        |2020-09-14 16:25:00|www.bloomberg.com             |
17295956|ibm.n   |Concept Medical announces index patient enrolment in world's first Randomized Controlled Trial with |2020-09-14 16:25:00|finance.yahoo.com             |
17296633|nke.n   |Dow Jones Stocks To Buy And Watch In September 2020: Amgen, Apple, Home Depot, Microsoft            |2020-09-14 16:23:33|finance.yahoo.com             |
17296186|oil#    |OPEC expects slower recovery for global oil demand                                                  |2020-09-14 16:20:02|www.upi.com                   |
17296123|btcusd  |Recognizing Revolutionary Potential, China Encourages Bitcoin Mining In Sichuan                     |2020-09-14 16:19:00|www.nasdaq.com                |
17295960|xrpusd  |Ripple manager celebrates milestone for PayID, e-commerce next                                      |2020-09-14 16:13:00|www.crypto-news-flash.com     |
17296322|xrpusd  |Ripple celebrates milestone for PayID, e-commerce integratations next                               |2020-09-14 16:13:00|www.crypto-news-flash.com     |
17295986|usdjpy  |USD/JPY Price Forecast - US Dollar Slumps Against Japanese Yen                                      |2020-09-14 16:12:02|www.fxempire.com              |
17296011|us500#  |Treasury Secretary Steven Mnuchin says 'now is not the time to worry about shrinking the deficit' as|2020-09-14 16:11:08|www.businessinsider.com.au    |
17296040|xrpusd  |Global Real Time Payments Market 2020 Various Manufacturing Industries: Ripple, Wirecard, Global Pay|2020-09-14 16:07:45|galusaustralis.com            |
17295897|euraud  |AUDUSD extends to the upside in down, up, down and up day                                           |2020-09-14 16:04:02|www.forexlive.com             |
17296568|xauusd  |Gold spikes to session tops, around $1960 level                                                     |2020-09-14 16:04:00|www.fxstreet.com              |
17296295|oil#    |Oil, gas capital raises in August: Total raised jumps to $18.47B on debt                            |2020-09-14 16:02:44|www.spglobal.com              |
17295850|us100#  |Chris Jericho Files Trademark On 'Mimosa Mayhem'                                                    |2020-09-14 16:02:00|www.fightful.com              |
17296022|oil#    |Oil Prices Fall As Libya Reopens Ports  OilPrice.com                                                |2020-09-14 16:00:00|oilprice.com                  |
17295946|oil#    |The world may never consume more oil than in 2019, BP says                                          |2020-09-14 15:59:00|www.cnn.com                   |
17296018|eurgbp  |GBP/USD Price Forecast - British Pound Continues to Build Base                                      |2020-09-14 15:58:42|www.fxempire.com              |
17295900|ftse100#|FTSE 100 movers: Ocado rallies ahead of Q3 update; gold miners fall                                 |2020-09-14 15:52:30|www.sharecast.com             |
17295886|eurusd  |EUR/USD Price Forecast - Euro Rallies Towards Resistance Again                                      |2020-09-14 15:52:30|www.fxempire.com              |
17295919|jap225# |Japan's Suga plans to keep Aso as deputy PM and finance minister - Nikkei  MarketScreener           |2020-09-14 15:51:33|www.marketscreener.com        |
17295841|btcusd  |How Does Bitcoin Work? - An Easy Guide for Noobs                                                    |2020-09-14 15:48:32|www.securities.io             |
17296614|btcusd  |Bitcoin to replace gold as top safe-haven asset within a generation                                 |2020-09-14 15:47:35|www.investorideas.com         |
17295837|xrpusd  |Attosecond pulses reveal electronic ripples in molecules                                            |2020-09-14 15:44:07|phys.org                      |
17295855|euraud  |AUD/USD Price Forecast - Australian Dollar Quiet                                                    |2020-09-14 15:41:25|www.fxempire.com              |
17295839|xagusd  |Silver Chartbook - 3 Sides To Each Coin (Commodity:XAGUSD:CUR)                                      |2020-09-14 15:34:00|seekingalpha.com              |
17295843|xauusd  |Gold Price News and Forecast: XAU/USD - What does the valuable gold miners indicator say now? [Video|2020-09-14 15:33:00|www.fxstreet.com              |
17296055|usdjpy  |USDJPY Tests Symmetrical Triangle in Short Term  Action Forex                                       |2020-09-14 15:33:00|www.actionforex.com           |
17295899|usdjpy  |New day lows for the USDJPY. Moves away from the 100/200 hour MAs                                   |2020-09-14 15:30:32|www.forexlive.com             |
17296069|oil#    |Hedge funds axe their bullish bets on crude oil at the fastest pace in 6 months and OPEC sees demand|2020-09-14 15:28:08|www.businessinsider.com       |
17295859|xauusd  |Gold Price Analysis: XAU/USD eyes $1,969 as next upside target - Confluence Detector                |2020-09-14 15:27:00|www.fxstreet.com              |
17295871|eurusd  |EUR/USD to test the 1.1915 resistance on dollar's weakness                                          |2020-09-14 15:22:00|www.fxstreet.com              |
17295851|ethusd  |ETH/USD Absorbs Stops Above 372.07: Sally Ho's Technical Analysis 14 September 2020 ETH             |2020-09-14 15:21:24|cryptodaily.co.uk             |
17295832|btcusd  |What Is Bitcoin Backed By? - Decrypt                                                                |2020-09-14 15:21:00|decrypt.co                    |
17295860|oil#    |Oil demand could fall by 80 percent by 2050 under net-zero policies                                 |2020-09-14 15:20:00|www.houstonchronicle.com      |
17295941|eurusd  |EURUSD trades to new session highs and tests 50% midpoint correction level                          |2020-09-14 15:14:15|www.forexlive.com             |
17296078|oil#    |Pan Orient Energy Corp. Thailand Operations Update - Oil & Gas 360                                  |2020-09-14 15:14:00|www.oilandgas360.com          |
17295948|oil#    |Oil prices down on weak demand outlook                                                              |2020-09-14 15:13:00|www.marketwatch.com           |
17295754|xrpusd  |Natural Selection: Could Stablecoins Eat Into The Crypto Market?                                    |2020-09-14 15:03:20|www.securities.io             |
17295747|ethusd  |Ethereum Flag Pattern Risks Plunge Towards $177; Here's Why  NewsBTC                                |2020-09-14 15:02:19|www.newsbtc.com               |
17295790|oil#    |WSU Snohomish County Extension holds Oil Spill Awareness and Response Support Training - WSU News   |2020-09-14 15:00:50|news.wsu.edu                  |
17295889|oil#    |WSU Snohomish County Extension holds Oil Spill Awareness and Response Support Training  WSU Insider |2020-09-14 15:00:50|news.wsu.edu                  |
17295813|eurusd  |EUR/USD Forecast: Bulls to challenge 1.1915 resistance level                                        |2020-09-14 15:00:00|www.fxstreet.com              |
17296061|btcusd  |Private Jets Are Being Sold For Bitcoin to Fire Up Sales - Decrypt                                  |2020-09-14 14:54:00|decrypt.co                    |
17295820|oil#    |Atlas Oil Turns to Cloud-based Technology to Manage Growth - DBusiness Magazine                     |2020-09-14 14:48:41|www.dbusiness.com             |
17295810|eurgbp  |The GBPUSD corrects higher after last week's tumbled lower, but buyers have more to prove           |2020-09-14 14:44:27|www.forexlive.com             |
17295944|oil#    |Tropical Storm Sally forces oil companies to idle production in Gulf of Mexico                      |2020-09-14 14:42:31|www.foxbusiness.com           |
17295953|oil#    |Kimbell Royalty Partners to Participate in the Credit Suisse Oil & Gas Royalty Mineral Investor Day |2020-09-14 14:38:59|www.oilandgas360.com          |
17295745|ltcusd  |TRON (TRX): CEO proposes SUN mining pools for Bitcoin, Ethereum                                     |2020-09-14 14:35:00|www.crypto-news-flash.com     |
17295778|usdjpy  |USD/JPY Technical Outlook - Triangulating Towards a Breakout                                        |2020-09-14 14:30:20|www.dailyfx.com               |
17295800|oil#    |California lawmakers let oil and gas interests sicken us  CalMatters                                |2020-09-14 14:30:00|calmatters.org                |
17295929|oil#    |UK projects up to 20 billion barrels of oil remain to be found offshore                             |2020-09-14 14:29:10|www.worldoil.com              |
17295720|xrpusd  |Global Digital Coin Market Is Thriving Worldwide  Leading Key players Bitcoin, Ethereum, Ripple, et |2020-09-14 14:28:12|themarketcorrespondent.com    |
17295801|eurgbp  |GBP/USD, EUR/GBP and FTSE 100 Prices and Outlooks - UK Weekly Webinar                               |2020-09-14 14:27:47|www.dailyfx.com               |
17295716|xauusd  |Gold Price Analysis: XAU/USD up little around $1950 area, remains confined in a range               |2020-09-14 14:24:00|www.fxstreet.com              |
17295973|btcusd  |'Time to go up' - Bitcoin price due for a push to $100,000, says PlanB                              |2020-09-14 14:24:00|cointelegraph.com             |
17295950|oil#    |South Sudan Fails to Pay Workers as Oil Plunge Fuels Crisis - Bloomberg                             |2020-09-14 14:23:00|www.bloomberg.com             |
17295760|btcusd  |What Japan's New Prime Minister Has Said About Bitcoin - Decrypt                                    |2020-09-14 14:18:00|decrypt.co                    |
17295774|eurgbp  |The GBPUSD is the strongest and the AUD is the weakest as NA trader enter for the day               |2020-09-14 14:16:36|www.forexlive.com             |
17295743|oil#    |Citi has a message for oil bulls: $60 oil to return by 2021                                         |2020-09-14 14:14:00|www.houstonchronicle.com      |
17295806|oil#    |Hedge funds dump oil as outlook worsens: John Kemp                                                  |2020-09-14 14:09:00|www.reuters.com               |
17295726|btcusd  |DeFi Defied: Five Key Benefits The COV Token Will Bring To Covesting  Press release Bitcoin News    |2020-09-14 14:06:08|news.bitcoin.com              |
17296504|oil#    |OPEC sees steeper oil demand drop as virus remains challenging                                      |2020-09-14 14:04:00|www.unionleader.com           |
17296210|oil#    |The oil market has a demand problem                                                                 |2020-09-14 14:04:00|www.houstonchronicle.com      |
17295816|oil#    |Venezuela defies U.S. sanction tripwires and imports Iranian oil                                    |2020-09-14 14:02:00|www.houstonchronicle.com      |
17296303|oil#    |Money Matters: Eye damage, gas and oil production may halt                                          |2020-09-14 14:02:00|www.news4jax.com              |
17295828|oil#    |Kimbell Royalty Partners to Participate in the Credit Suisse Oil & Gas Royalty Mineral Investor Day |2020-09-14 14:00:00|www.inforney.com              |
17295698|eurusd  |EUR/USD Mid-Session Technical Analysis for September 14, 2020                                       |2020-09-14 14:00:00|www.fxempire.com              |
17296039|btcusd  |DotCamp 2 for BSV announced for September 19-20, 2020                                               |2020-09-14 14:00:00|www.prnewswire.com            |
17296302|oil#    |COLUMN-Hedge funds dump oil as outlook worsens: John Kemp                                           |2020-09-14 14:00:00|af.reuters.com                |
17296007|oil#    |Citigroup sees $60 oil before the end of 2021                                                       |2020-09-14 13:46:07|www.worldoil.com              |
17296495|oil#    |International M&A buoys London trading as investors brace for Bank of England decision this week    |2020-09-14 13:41:00|www.marketwatch.com           |
17295915|us100#  |New Own Your Job Job Board Helps Essential Workers Become Business Owners                           |2020-09-14 13:40:15|www.newkerala.com             |
17295730|oil#    |OPEC Extends Forecast for Decline in Global Oil Demand                                              |2020-09-14 13:40:00|www.wsj.com                   |
17296195|oil#    |OPEC Deepens Forecast for Decline in Global Oil Demand                                              |2020-09-14 13:40:00|www.wsj.com                   |
17295636|oil#    |OPEC cuts 2020 oil demand forecast, trims 2021 outlook on pandemic fallout                          |2020-09-14 13:40:00|www.cnbc.com                  |
17295662|xrpusd  |School reopening troubles - How Cuomo's tight control slowed pandemic response - Homeless move has c|2020-09-14 13:35:00|www.politico.com              |
17295767|usdjpy  |USD/JPY: Over the last two weeks 106 has become even more of an attraction [Video]                  |2020-09-14 13:33:00|www.fxstreet.com              |
17296182|oil#    |INSIGHTS  Colorado's oil and gas peace isn't built to last                                          |2020-09-14 13:30:00|www.coloradopolitics.com      |
17295867|us500#  |Anti-Maskers Forced to Dig Graves For Covid-19 Victims In Indonesia                                 |2020-09-14 13:30:00|www.gizmodo.com.au            |
17295881|us100#  |Latest TMR Report Explores Impact of COVID-19 Outbreak on Automotive Exhaust Emission Control Device|2020-09-14 13:29:00|bulletinline.com              |
17295638|btcusd  |Against the Odds, Some Bitcoin Traders Are Betting on a $36K Price by Year's End - CoinDesk         |2020-09-14 13:27:54|www.coindesk.com              |
17295802|eurusd  |EUR/USD: An unwind within a broad uptrend [Video]                                                   |2020-09-14 13:20:00|www.fxstreet.com              |
17295773|btcusd  |Against the Odds, Some Bitcoin Traders Are Betting on a $36K Price by Year's End                    |2020-09-14 13:18:00|www.nasdaq.com                |
17296471|ftse100#|FTSE 100 falls into the red as sterling strengthens                                                 |2020-09-14 13:17:07|www.proactiveinvestors.co.uk  |
17295673|iotausd |Forecasters are running out of names this hurricane season                                          |2020-09-14 13:15:00|www.insidenova.com            |
17295676|usdjpy  |USD/JPY: over the last two weeks 106 has become even more of an attraction [Video]                  |2020-09-14 13:00:00|www.fxstreet.com              |
17295697|oil#    |North Dakota builds up air emissions program for oil fields                                         |2020-09-14 13:00:00|bismarcktribune.com           |
17296254|oil#    |OIL FUTURES Crude slides amid resuming Libyan exports, US storms - S&P Global                       |2020-09-14 12:51:00|www.spglobal.com              |
17295678|ftse100#|Cheap UK shares: these are my FTSE 100 best buys                                                    |2020-09-14 12:48:38|www.fool.co.uk                |
17295602|oil#    |Salvagers Mend Ruptures in Fire-Hit Oil Tanker off Sri Lanka - U.S. News & World Report             |2020-09-14 12:45:58|www.usnews.com                |
17295988|eurgbp  |Pound Sterling Price News and Forecast: GBP/USD - Parliament set to pummel the pound                |2020-09-14 12:41:00|www.fxstreet.com              |
17295585|oil#    |Climate Cases Put Big Oil's Behemoth Trade Group in Bull's-Eye                                      |2020-09-14 12:32:46|news.bloomberglaw.com         |
17295598|ftse100#|M&A splurge lifts the FTSE 100  London Business News  Londonlovesbusiness.com                       |2020-09-14 12:22:00|londonlovesbusiness.com       |
17295539|us500#  |Technical Analysis - US 500 index sends recovery signals; buyers await above 100-SMA                |2020-09-14 12:15:00|www.xm.com                    |
17296052|btcusd  |Tesla Stock Resembles Bitcoin Bubble, Could Also Plunge Soon, Says Analyst                          |2020-09-14 12:10:02|www.ibtimes.com               |
17295604|usdcad  |FX Update - September 14 - GBP & JPY in play                                                        |2020-09-14 12:09:00|www.fxstreet.com              |
17295590|eurusd  |EURUSD 1.1880 Possible  Action Forex                                                                |2020-09-14 12:03:00|www.actionforex.com           |
17295536|btcusd  |Ethereum DeFi is like Bitcoin in 2013, could it beat BTC?                                           |2020-09-14 12:01:00|www.crypto-news-flash.com     |
17295503|usdcad  |USD/CAD to reinforce the broader bear move beneath 1.3104 - Credit Suisse                           |2020-09-14 12:00:00|www.fxstreet.com              |
17295499|eurgbp  |GBP/USD clings to recovery gains near session tops, around mid-1.2800s                              |2020-09-14 12:00:00|www.fxstreet.com              |
17296138|btcusd  |TikTok rally unwinds a bit but risk on kicks off the week                                           |2020-09-14 11:59:00|www.fxstreet.com              |
17295471|ftse100#|FTSE rises amid flurry of deal activity - live updates                                              |2020-09-14 11:58:47|www.telegraph.co.uk           |
17295599|eurgbp  |GBP/USD looks attractive, odds of disorderly Brexit meaningfully lower - Goldman Sachs              |2020-09-14 11:58:00|www.fxstreet.com              |
17295466|german30|A Peek Into The Markets: US Stock Futures Surge; Nvidia To Acquire SoftBank Chipmaker Arm           |2020-09-14 11:55:00|www.benzinga.com              |
17295608|oil#    |Trafigura Sees Oil Market Getting Worse Before It Gets Better                                       |2020-09-14 11:49:00|finance.yahoo.com             |
17296010|us100#  |Global Punnet Packaging Market Break Down By Leading Companies, Countries, Applications, Challenges,|2020-09-14 11:42:00|primefeed.in                  |
17295906|us100#  |Global Punnet Packaging Market Break Down By Leading Companies, Countries, Applications, Challenges,|2020-09-14 11:42:00|primefeed.in                  |
17295429|oil#    |Sandalwood Oil Market: COVID-19 Business Continuity Plan  Evolving Opportunities with ALBERT VIEILL |2020-09-14 11:30:00|www.businesswire.com          |
17295522|btcusd  |Fed, oil and record hash rate: 5 things to know in Bitcoin this week                                |2020-09-14 11:27:00|cointelegraph.com             |
17295490|usdcad  |USD/CAD turns flat, around 1.3175 level amid a sharp pullback in oil prices                         |2020-09-14 11:23:00|www.fxstreet.com              |
17295611|oil#    |TOPIC PAGE: Coronavirus, oil price crash - impact on chemicals                                      |2020-09-14 11:22:52|www.icis.com                  |
17295507|usdcad  |USD/CAD Analysis: Buying Signals  Action Forex                                                      |2020-09-14 11:21:00|www.actionforex.com           |
17295546|ethusd  |Bitcoin and Altcoins Dip Remains Attractive To Buyers                                               |2020-09-14 11:19:00|cryptonews.com                |
17295505|eurusd  |EUR/USD to confirm a resumption of the uptrend above 1.1930 - Credit Suisse                         |2020-09-14 11:17:00|www.fxstreet.com              |
17295425|btcusd  |Here's Why Bitcoin Price is Likely to Fall Below $10,000                                            |2020-09-14 11:13:00|www.investingcube.com         |
17295444|iotausd |IOTA Streams release could take place as early as end of the week                                   |2020-09-14 11:12:00|www.crypto-news-flash.com     |
17295458|ltcusd  |Pornhub Introduces Litecoin And Bitcoin As New Payment Methods To Avail Premium Content             |2020-09-14 11:09:04|www.latintimes.com            |
17295472|xrpusd  |Progressive Report On Fintech Block Chain Market By Growth, Demand & Opportunities & Forecast 2025 A|2020-09-14 11:02:52|gnghockey.com                 |
17295479|ltcusd  |DeFi SushiSwap creator returns $14m in ETH to project after causing coin crash  ZDNet               |2020-09-14 11:01:00|www.zdnet.com                 |
17295364|us100#  |China's global investment game plan has hit a wall                                                  |2020-09-14 11:01:00|www.afr.com                   |
17295400|ftse100#|FTSE 100 Higher On TikTok and SoftBank News                                                         |2020-09-14 11:01:00|www.investingcube.com         |
17295679|btcusd  |Bitcoin, Ether, and XRP Weekly Market Update September 14, 2020  BTCMANAGER                         |2020-09-14 11:00:26|btcmanager.com                |
17295413|oil#    |Reporter's Notebook: A long road back for oil and gas                                               |2020-09-14 11:00:00|www.houstonchronicle.com      |
17295360|xrpusd  |Ripple (XRP) Above This Confluence Resistance May Spark Recent Rally - Daily Research Correspondent |2020-09-14 10:59:20|dailyresearchcorrespondent.com|
17296155|us500#  |Entertainment : 20 Villar proposes incorporating metrobús in Montevideo, an idea questioned in the p|2020-09-14 10:57:21|www.explica.co                |
17295389|usdjpy  |USD/JPY Forex Signal: Weakly Bearish                                                                |2020-09-14 10:57:15|www.dailyforex.com            |
17296068|eurusd  |EURUSD Edges Sideways, Advances Could Be On The Cards  Action Forex                                 |2020-09-14 10:56:00|www.actionforex.com           |
17295842|ftse100#|FTSE 100 wallows in the red; Wall Street jumps at opening bell                                      |2020-09-14 10:54:00|www.proactiveinvestors.co.uk  |
17295667|eurusd  |EUR/USD flirts with 2-day highs near 1.1870 ahead of EMU data                                       |2020-09-14 10:43:00|www.fxstreet.com              |
17295613|oil#    |Rouhani: Oil revenues decreased by $100bn in 8 years                                                |2020-09-14 10:38:00|www.middleeastmonitor.com     |
17295414|oil#    |UAE's ADNOC raises $1 bil from institutional placement of shares of fuel retailer unit - S&P Global |2020-09-14 10:36:00|www.spglobal.com              |
17295354|eurusd  |EUR/USD technical analysis: Edges sideways; advances could be on the cards                          |2020-09-14 10:36:00|www.fxstreet.com              |
17295482|xrpusd  |Global Fintech blockchain Market Register a xx% CAGR in Terms of Revenue By 2025: AWS, IBM, Microsof|2020-09-14 10:35:00|bulletinline.com              |
17295329|btcusd  |BTC/USD Forex Signal: Supported from $10k                                                           |2020-09-14 10:32:56|www.dailyforex.com            |
17295467|euraud  |AUD/USD struggles for direction, stuck in a range below 0.7300 mark                                 |2020-09-14 10:32:14|forextv.com                   |
17295502|oil#    |Trafigura Says Weak Demand Pushing Oil Back Into Surplus                                            |2020-09-14 10:18:32|finance.yahoo.com             |
17295340|ltcusd  |Litecoin, Stellar's Lumen, and Tron's TRX - Daily Analysis - September 14th, 2020                   |2020-09-14 10:12:12|finance.yahoo.com             |
17295333|btcusd  |BTC/USD Bullish Reversal to Test Critical Highs                                                     |2020-09-14 10:11:15|www.fxempire.com              |
17295311|eurgbp  |GBP/USD: Parliament set to pummel the pound, ending the dead-cat bounce                             |2020-09-14 10:02:12|forextv.com                   |
17295606|eurusd  |EUR/USD outlook: Euro stands at the front foot but risk of stall and subsequent weakness persists   |2020-09-14 10:02:12|forextv.com                   |
17295519|oil#    |BP: oil may have peaked as renewables dominate world's energy future  Recharge                      |2020-09-14 10:02:00|www.rechargenews.com          |
17295223|xrpusd  |Ripple (XRP) Above This Confluence Resistance Could Spark Fresh Rally  NewsBTC                      |2020-09-14 10:00:23|www.newsbtc.com               |
17295419|oil#    |Letters: Should Biden tap oil and gas execs to create policy?                                       |2020-09-14 10:00:00|www.lmtonline.com             |
17295384|xrpusd  |Top 3 Price Prediction Bitcoin, Ethereum, Ripple: Market points to a twist in the road              |2020-09-14 10:00:00|www.fxstreet.com              |
17295305|eurgbp  |GBP/USD Forex Signal: Finally Bottoming Out?                                                        |2020-09-14 09:56:04|www.dailyforex.com            |
17295260|oil#    |Asian Crude Palm Oil Watch 3Q20                                                                     |2020-09-14 09:56:00|www.fitchratings.com          |
17295431|btcusd  |Bitcoin Unable to Remain Above $10,500                                                              |2020-09-14 09:52:30|ihodl.com                     |
17295286|usdjpy  |USD/JPY Forecast: Wary of 50 Day EMA                                                                |2020-09-14 09:51:05|www.dailyforex.com            |
17296004|btcusd  |Bitcoin must break this level to start a new bull run                                               |2020-09-14 09:48:00|www.crypto-news-flash.com     |
17296042|ftse100#|FTSE 100 still flagging while US stocks surge                                                       |2020-09-14 09:43:00|www.proactiveinvestors.co.uk  |
17295403|eurusd  |EUR/USD Daily Forecast - Euro Starts The Week On A Positive Note                                    |2020-09-14 09:41:27|www.fxempire.com              |
17295914|eurgbp  |GBP/USD: The end of the dead cat bounce                                                             |2020-09-14 09:39:00|www.fxstreet.com              |
17295511|eurusd  |EUR/USD Forex Signal: Weakly Bullish                                                                |2020-09-14 09:38:52|www.dailyforex.com            |
17295275|german30|European Stock Markets Climb At Open - UrduPoint                                                    |2020-09-14 09:38:25|www.urdupoint.com             |
17295928|usdjpy  |USD/JPY clings to the side-lined trade so far - UOB                                                 |2020-09-14 09:36:00|www.fxstreet.com              |
17295235|jap225# |Japan stocks higher at close of trade; Nikkei 225 up 0.65%                                          |2020-09-14 09:35:00|www.investing.com             |
17295896|us100#  |Polypropylene Market: Industry Insights and Trends Helps to Flourish Industry Rapidly- Transparency |2020-09-14 09:34:00|www.einnews.com               |
17295255|german30|Europe: Stock markets climb at open                                                                 |2020-09-14 09:33:00|www.businesstimes.com.sg      |
17295266|german30|EU Indices Up This Morning  TA Focus On CLS Holdings  Action Forex                                  |2020-09-14 09:33:00|www.actionforex.com           |
17295309|eurgbp  |GBP/USD: Rate decisions and retail sales join political issues in moving the pound                  |2020-09-14 09:32:55|forextv.com                   |
17295270|usdcad  |USD/CAD to run toward 1.34-1.35 on upbeat US economy data                                           |2020-09-14 09:32:00|www.fxstreet.com              |
17295267|euraud  |AUD/USD now seen within 0.7200-0.7350 range - UOB                                                   |2020-09-14 09:25:00|www.fxstreet.com              |
17295934|eurgbp  |GBP/USD Settles At A Two-Month Low  Action Forex                                                    |2020-09-14 09:24:00|www.actionforex.com           |
17295411|eurusd  |EUR/USD Closes Flat For The Week  Action Forex                                                      |2020-09-14 09:23:00|www.actionforex.com           |
17295290|eurgbp  |GBPUSD Awaiting Data  Action Forex                                                                  |2020-09-14 09:21:00|www.actionforex.com           |
17295257|eurusd  |EURUSD Looking Higher  Action Forex                                                                 |2020-09-14 09:20:00|www.actionforex.com           |
17295772|btcusd  |Bitcoin: BTC/USD (BTC=X) Crash Coming? - Live Trading News                                          |2020-09-14 09:20:00|www.livetradingnews.com       |
17295218|btcusd  |BTCUSD Turning Bullish  Action Forex                                                                |2020-09-14 09:19:00|www.actionforex.com           |
17295287|usdcad  |USD/CAD to trade in the 1.3100-1.3250 range - OCBC                                                  |2020-09-14 09:09:00|www.fxstreet.com              |
17295298|eurgbp  |GBP/USD Price Analysis: Recapturing of 50-HMA critical for further recovery                         |2020-09-14 09:09:00|www.fxstreet.com              |
17295361|ftse100#|FTSE 100 rises as investors weigh flurry of dealmaking                                              |2020-09-14 09:07:00|www.cityam.com                |
17295437|ftse100#|FTSE 100 rises amid dealmaking frenzy - CityAM                                                      |2020-09-14 09:07:00|www.cityam.com                |
17295415|oil#    |Oil Giant Aramco Regains Top Spot From Apple as Tech Rally Fades                                    |2020-09-14 09:05:00|finance.yahoo.com             |
17295304|oil#    |Oil Giant Aramco Regains Top Spot From Apple as Tech Rally Fades - Bloomberg                        |2020-09-14 09:05:00|www.bloomberg.com             |
17295289|jap225# |Thai court approves Thai Airways' request for rehabilitation                                        |2020-09-14 09:05:00|asia.nikkei.com               |
17295219|btcusd  |Bitcoin Price Analysis: BTC bears tighten the grip, bulls ready to strike back                      |2020-09-14 09:00:00|www.fxstreet.com              |
17295188|eurgbp  |GBP/USD Daily Forecast - Support At 1.2750 Stays Strong                                             |2020-09-14 08:59:03|www.fxempire.com              |
17295195|eurusd  |EUR/USD Forecast: Showing Resistance Above                                                          |2020-09-14 08:48:03|www.dailyforex.com            |
17295158|oil#    |Cairn India selects Platts Dated Brent for Oil Pricing                                              |2020-09-14 08:47:00|www.prnewswire.com            |
17295198|oil#    |APPEC INTERVIEW: OPEC's Barkindo sees China as bright spot in challenging demand scenario - S&P Glob|2020-09-14 08:45:00|www.spglobal.com              |
17295136|iotausd |CoronaVirus Impact on PolysilazaneMerck Group, DNF, Iota Silicone Oil - NJ MMA News                 |2020-09-14 08:42:45|www.njmmanews.com             |
17295192|eurgbp  |GBP/USD to bounce from 200-DMA at 1.2735 ahead of further losses - Commerzbank                      |2020-09-14 08:39:00|www.fxstreet.com              |
17295140|usdjpy  |USDJPY Industrial production and election                                                           |2020-09-14 08:39:00|www.cityindex.co.uk           |
17295785|eurusd  |EUR/USD: Bulls eye initial resistance at 1.1875 - FXStreet                                          |2020-09-14 08:33:00|www.fxstreet.com              |
17295254|iotausd |Baffled by Christians' support of Trump                                                             |2020-09-14 08:32:00|www.aspentimes.com            |
17295157|xrpusd  |Global Blockchain Platforms Software Market 2025 Scope and Opportunities Analysis in Pandamic Crisis|2020-09-14 08:30:06|themarketchronicles.com       |
17295865|us100#  |Developments In HoReCa Drip Coffee Market 2020 Growth, Revenue, Sales, Pandemic Impact, Opportunitie|2020-09-14 08:21:05|themarketchronicles.com       |
